occurrence_no,record_type,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,environment,tectonic_setting,assembl_comps,pres_mode,preservation_quality,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,taxon_environment,environment_basis,motility,life_habit,diet
1420942,occ,197201,Ichniotherium cottae,species,378505,,Ichniotherium cottae,,species,378505,Rotliegendes,,298.9,254,Niedzwiedzki and Bojanowski,2012,67200,Chordata,Osteichthyes,Cotylosauria,Diadectidae,Ichniotherium,,,16.434883,50.545273,,Tlumaczow Quarry tracksite,,,PL,Lower Silesia,,estimated from map,6,outcrop,gp_mid,27.05,10.89,305,,,,group of beds,,"""reddish-brown mudstones and sandstones""",mudstone,"desiccation cracks,wave ripples,bioturbation,brown,red",,,,sandstone,,fluvial-lacustrine indet.,,macrofossils,"body,mold/impression,trace",good,,taphonomic,"surface (in situ),field collection,observed (not collected)",,,,,,,"brackish,freshwater,terrestrial",,actively mobile,,
1420943,occ,197201,Dromopus lacertoides,species,378358,species not entered,Dromopus,,genus,378358,Rotliegendes,,298.9,254,Niedzwiedzki and Bojanowski,2012,67200,Chordata,Reptilia,NO_ORDER_SPECIFIED,Rhynchosauroidae,Dromopus,,,16.434883,50.545273,,Tlumaczow Quarry tracksite,,,PL,Lower Silesia,,estimated from map,6,outcrop,gp_mid,27.05,10.89,305,,,,group of beds,,"""reddish-brown mudstones and sandstones""",mudstone,"desiccation cracks,wave ripples,bioturbation,brown,red",,,,sandstone,,fluvial-lacustrine indet.,,macrofossils,"body,mold/impression,trace",good,,taphonomic,"surface (in situ),field collection,observed (not collected)",,,,,,,terrestrial,,actively mobile,,
1421004,occ,197230,Batrachichnus cf. salamandroides,species,378350,,Batrachichnus salamandroides,,species,347233,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Batrachichnus,,,20.59111,50.971943,"Muz. PIG OS−220/41 thin sandstone slab with many poorly preserved natural casts of imprints on its bottom side; Muz. PIG OS−220/42; Muz. PIG OS−220/43; Muz. PIG OS−220/51 three slabs representing the same track−bearing surface with imprints on the bottom side of the layer with ripple marks; Muz. PIG OS−220/48, Muz. PIG OS−220/49, Muz. PIG OS− 220/50 slabs with moulds on upper sides, representing the same track−bearing surface as Muz. PIG OS−220/41; Muz. PIG OS−220/44: 1, 2, 3, slab with relatively well preserved imprints; Muz. PIG OS−220/45, Muz. PIG OS−220/46 thin slabs with poorly preserved footprints and invertebrate tracks on their bottom sides; Muz. PIG OS−220/47 slab with poorly preserved imprints",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,"brackish,freshwater,terrestrial",,actively mobile,,
1421005,occ,197231,Batrachichnus cf. salamandroides,species,378350,,Batrachichnus salamandroides,,species,347233,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Batrachichnus,,,20.691389,50.939999,"""small, poorly preserved imprints""",Sosnowica Hill Quarry,,,PL,Swietokrzyskie,,estimated from map,seconds,outcrop,gp_mid,37.16,30.29,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,"brackish,freshwater,terrestrial",,actively mobile,,
1421006,occ,197230,Limnopus cf. zeilleri,species,378352,,Limnopus zeilleri,,species,378352,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Limnopus,,,20.59111,50.971943,"Muz. PIG OS−220/31A: 1, slab with moulds on the upper surface of the sandstone slab and Muz. PIG OS− 220/31B: 1, with their natural casts showing left manual imprint, with other accompanying poorly preserved imprints; Muz. PIG OS−220/50: 1 isolated, poorly preserved (?) left pedal imprint",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,"brackish,freshwater,terrestrial",,actively mobile,,
1421007,occ,197230,Amphisauropus cf. latus,species,378355,,Amphisauropus latus,,species,378355,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Amphisauropus,,,20.59111,50.971943,"Muz. PIG OS−220/26: 6, 7 two consecutive left pedal imprints; Muz. PIG OS−220/35: 1 left pedal imprint; Muz. PIG OS−220/37: 1 left pedal imprint; Muz. PIG OS− 220/52: 1 left pedal imprint; Muz. PIG OS− 220/34: 1–11 fragmentary trackway; Muz. PIG OS−220/34: 20 complete pedal imprint with the next, but poorly preserved set of imprints; Muz. PIG OS−220/34: 12–19 fragmentary trackway; Muz. PIG OS−220/36: 1–3 fragmentary trackway composed of left manual and next set of pedal and manual imprints; Muz. PIG OS−220/54: 12 right pedal imprint",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,"brackish,freshwater,terrestrial",,actively mobile,,
1421008,occ,197231,Amphisauropus cf. latus,species,378355,,Amphisauropus latus,,species,378355,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Amphisauropus,,,20.691389,50.939999,"Muz. PIG OS− 220/5A: 1, 2 left set of pedal and manual imprints; Muz. PIG OS−220/5B: 1 isolated, possibly manual imprint; Muz. PIG OS 220/11 left pedal imprint",Sosnowica Hill Quarry,,,PL,Swietokrzyskie,,estimated from map,seconds,outcrop,gp_mid,37.16,30.29,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,"brackish,freshwater,terrestrial",,actively mobile,,
1421009,occ,197230,Rhynchosauroides n. sp. kuletae,species,378361,,Rhynchosauroides kuletae,,species,378361,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,Squamata,NO_FAMILY_SPECIFIED,Rhynchosauroides,,,20.59111,50.971943,"Muz. PIG OS−220/27: 11, 12 (holotype), set of left pedal and manual imprints; Muz. PIG OS−220/26: 1–5 trackway consist of two sets and the next consecutive manual imprint; Muz. PIG OS−220/27: 1–14 seven sets of imprints, among them the fifth, left set of pedal and manual imprints [includes holotype]; Muz. PIG OS−220/27: 15–31 nine consecutive sets of imprints; Muz. PIG OS−220/27: 119–136 nine consecutive sets of imprints; Muz. PIG OS−220/28: 1–11 six consecutive sets of imprints, the second represented only by manual imprint; Muz. PIG OS−220/29: 1 isolated left pedal imprint; Muz. PIG OS−220/73: 1–26 eleven consecutive sets of pedal and manual imprints; Muz. PIG OS−220/73: 27–31 three consecutive sets of pedal and manual imprints; Muz. PIG OS−220/73: 88, 89 set of right pedal and manual imprints; Muz. PIG OS−220/73: 33–38 three consecutive sets of imprints; Muz. PIG OS−220/73: 39–41 right pedal imprint and the next (left) set of imprints; Muz. PIG OS−220/27: 76, 77 isolated set of right pedal and manual imprints; Muz. PIG OS−220/27: 84, 85 isolated set of imprints; Muz. PIG OS−220/27: 78, 79 isolated set of imprints",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1421010,occ,197231,Rhynchosauroides kuletae,species,378361,,Rhynchosauroides kuletae,,species,378361,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,Squamata,NO_FAMILY_SPECIFIED,Rhynchosauroides,,,20.691389,50.939999,"Muz. PIG OS−220/1 set of right pedal and manual imprints; Muz. PIG OS−220/6: 1, 2 set of left pedal and manual imprints",Sosnowica Hill Quarry,,,PL,Swietokrzyskie,,estimated from map,seconds,outcrop,gp_mid,37.16,30.29,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1421011,occ,197230,Palmichnus n. sp. lacertoides,species,378362,,Palmichnus lacertoides,,species,378362,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,NO_ORDER_SPECIFIED,Rhynchosauroidae,Palmichnus,,,20.59111,50.971943,"Muz. PIG OS−220/55: 6, 7 (holotype), right pedal and manual imprints; PIG OS−220/54: 1–7 four consecutive (partly incomplete) sets of pedal and manual imprints; Muz. PIG OS−220/54: 8, 9 isolated set of right pedal and manual imprints; Muz. PIG OS−220/54: 10, 11 isolated set of right pedal and manual imprints; Muz. PIG OS−220/55: 1–7 trackway consist of four consecutive sets of pedal and manual imprints; Muz. PIG OS−220/55: 8–14 four (partly incomplete) sets of pedal and manual imprints; Muz. PIG OS−220/55: 15–20 three sets; Muz. PIG OS−220/55: 21–25 three sets of pedal and manual imprints; Muz. PIG OS−220/55: 26–31; Muz. PIG OS−220/56: 1–4 and Muz. PIG OS−220/56: 5–7 fragmentary trackways; Muz. PIG OS−220/27: 32, 33 and 34, 35 two consecutive right sets of pedal and manual imprints; Muz. PIG OS−220/33: 5–8 fragmentary trackway; Muz. PIG OS−220/29: 2, 3 left and right, isolated pedal imprints; Muz. PIG OS−220/39: 7–12 three consecutive sets of imprints; many other isolated prints",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1421012,occ,197230,Paradoxichnium n. sp. tumlinense,species,378364,,Paradoxichnium tumlinense,,species,378364,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,NO_ORDER_SPECIFIED,Rhynchosauroidae,Paradoxichnium,,,20.59111,50.971943,"Muz. PIG OS−220/27: 44, 45 (holotype), set of right pedal and manual imprints; Muz. PIG OS−220/27: 36–55 ten consecutive sets of imprints; Muz. PIG OS− 220/27: 139–146 four consecutive sets of pedal and manual imprints; Muz. PIG OS−220/27: 82, 83 isolated set of imprints; Muz. PIG OS−220/39: 13–18 three consecutive sets of pedal and manual imprints; Muz. PIG OS−220/27: 167–178 six consecutive sets of pedal and manual imprints",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1421013,occ,197230,Phalangichnus n. sp. gradzinskii,species,378365,,Phalangichnus gradzinskii,,species,378365,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,NO_ORDER_SPECIFIED,Rhynchosauroidae,Phalangichnus,,,20.59111,50.971943,"Muz. PIG OS−220/30B (holotype), set of right pedal and manual imprints; Muz. PIG OS−220/30A: 1–12 six consecutive sets of pedal and manual imprints, Muz. PIG OS−220/30B: 1–6 natural casts of the same trackway as Muz. PIG OS−220/30A: 1–12, showing the consecutive sixth, seventh (partly preserved) and eighth set of imprints; Muz. PIG OS−220/27: 92–97 three consecutive sets of imprints, Muz. PIG OS−220/27: 86–91 three consecutive sets of imprints. Isolated imprints: Muz. PIG OS−220/38: 1 left pedal imprint; Muz. PIG OS−220/53: 1 left pedal imprint; Muz. PIG OS−220/39: 28–33 three consecutive sets of imprints",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1421014,occ,197230,Phalangichnus n. sp. gagoli,species,378366,,Phalangichnus gagoli,,species,378366,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,NO_ORDER_SPECIFIED,Rhynchosauroidae,Phalangichnus,,,20.59111,50.971943,"Muz. PIG OS−222/1: 3, 4 (holotype), set of pedal and manual imprints; Muz. PIG OS−222/1: 1–6 three consecutive sets of pedal and manual imprints; Muz. PIG OS−222/1: 7–18 six consecutive pedal and manual imprints; Muz. PIG OS−222/1: 19–26 four sets of imprints; Muz. PIG OS−222/1: 29–44 trackway, somewhat irregular composed of at least eight sets; Muz. PIG OS−222/1: 45–56 six sets of imprints; Muz. PIG OS−222/1: 57, 58 isolated set of left pedal and manual imprints; Muz. PIG OS−222/1: 27, 28 isolated imprints from the poorly preserved trackway being parallel to that of Muz. PIG OS−222/1: 29–44; Muz. PIG OS−222/1: 59–64 four sets of consecutive pedal and manual imprints; Muz. PIG OS−220/33: 1–4 two sets of right pedal and manual imprints; Muz. PIG OS−220/73: 42, 43 isolated set of pedal and manual imprints; Muz. PIG OS−220/73: 44–49 three consecutive pedal and manual imprints; Muz. PIG OS−220/40: 1–4 two consecutive sets of pedal and manual imprints",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1421043,occ,197230,Varanopus aff. microdactylus,species,378368,,Varanopus microdactylus,,species,378368,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,NO_ORDER_SPECIFIED,Captorhinidae,Varanopus,,,20.59111,50.971943,"Muz. PIG OS−220/61A: 1–7 fragmentary trackway composed of six consecutive pedal imprints, with only one fragmentary manual imprint; many other fragmentary imprints occur on this slab, but no trackway can be distinguished; Muz. PIG OS−220/61B other part of the same slab with mass occurrence of mostly poorly preserved, not numbered imprints",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,ground dwelling,"insectivore, herbivore"
1421044,occ,197231,Varanopus aff. microdactylus,species,378368,,Varanopus microdactylus,,species,378368,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,NO_ORDER_SPECIFIED,Captorhinidae,Varanopus,,,20.691389,50.939999, Muz. PIG OS−220/2A; Muz. PIG OS−220/2B; Muz. PIG OS−220/2C plaster casts of parts of the surface with mass occurred imprints,Sosnowica Hill Quarry,,,PL,Swietokrzyskie,,estimated from map,seconds,outcrop,gp_mid,37.16,30.29,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,ground dwelling,"insectivore, herbivore"
1421076,occ,197230,Dimetropus sp.,genus,378410,,Dimetropus,,genus,378410,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dimetropus,,,20.59111,50.971943,"Muz. PIG OS−220/39: 1–6 short trackway with three sets of imprints. Other specimens, representing ?Dimetropus sp.: Muz. PIG OS−220/64 small slab with fragmentary imprint of four digits; Muz. PIG OS−220/69 slab with scratches of claws. Not determined specimens possibly representing this ichnogenus include also: Muz. PIG OS−220/70, Muz. PIG OS−220/71 and an uncollected slab",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1421077,occ,197230,Chelichnus cf. duncani,species,332075,,Chelichnus duncani,,species,332073,Induan,Olenekian,252.17,247.2,Ptaszyński and Niedźwiedzki,2004,67210,Chordata,Reptilia,Testudinata,NO_FAMILY_SPECIFIED,Chelichnus,,,20.59111,50.971943,"Muz. PIG OS−220/39: 20–27 the best visible part of the trackway from the slab Muz. PIG OS−220/39; Muz. PIG OS−220/62: 1, 2 set of left pedal and manual (poorly preserved) imprints; Muz. PIG OS−220/68: 1, 2 set of poorly and shallowly impressed left pedal and manual imprints",Tumlin Gród Quarry,,,PL,Swietokrzyskie,,stated in text,seconds,outcrop,gp_mid,37.08,30.31,305,,,Tumlin Sandstone,,,,sandstone,,,,,,,fluvial-lacustrine indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1421389,occ,80112,Ichniotherium cottae,species,378505,,Ichniotherium cottae,,species,378505,Artinskian,,290.1,279.3,Pabst,1908,78836,Chordata,Osteichthyes,Cotylosauria,Diadectidae,Ichniotherium,11,specimens,10.618889,50.809723,,Bromacker Quarry (upper level of Tambach sandstone),,,DE,Thuringia,Gotha,based on nearby landmark,seconds,outcrop,gp_mid,21.71,7.41,305,Tambach,Rotliegend,Tambach-Sandstein,group of beds,,"""massive, red-brown, very fine-grained sandstone and siltstone"" (Berman et al., 2001).\r\nFor further details see Eberth et al. (2000).",sandstone,"very fine,brown,red",lithified,,Y,,,fluvial-lacustrine indet.,intramontane basin,macrofossils,"body,permineralized",excellent,,taxonomic,"bulk,surface (in situ),field collection",,all macrofossils,,,Schäfer-Gotha,"1887, 1893","brackish,freshwater,terrestrial",,actively mobile,,
1421391,occ,80112,Amphisauropus sp.,genus,378354,,Amphisauropus,,genus,378354,Artinskian,,290.1,279.3,Voigt et al.,2007,67270,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Amphisauropus,,,10.618889,50.809723,,Bromacker Quarry (upper level of Tambach sandstone),,,DE,Thuringia,Gotha,based on nearby landmark,seconds,outcrop,gp_mid,21.71,7.41,305,Tambach,Rotliegend,Tambach-Sandstein,group of beds,,"""massive, red-brown, very fine-grained sandstone and siltstone"" (Berman et al., 2001).\r\nFor further details see Eberth et al. (2000).",sandstone,"very fine,brown,red",lithified,,Y,,,fluvial-lacustrine indet.,intramontane basin,macrofossils,"body,permineralized",excellent,,taxonomic,"bulk,surface (in situ),field collection",,all macrofossils,,,Schäfer-Gotha,"1887, 1893","brackish,freshwater,terrestrial",,actively mobile,,
1421392,occ,80112,Dimetropus sp.,genus,378410,,Dimetropus,,genus,378410,Artinskian,,290.1,279.3,Voigt et al.,2007,67270,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dimetropus,,,10.618889,50.809723,,Bromacker Quarry (upper level of Tambach sandstone),,,DE,Thuringia,Gotha,based on nearby landmark,seconds,outcrop,gp_mid,21.71,7.41,305,Tambach,Rotliegend,Tambach-Sandstein,group of beds,,"""massive, red-brown, very fine-grained sandstone and siltstone"" (Berman et al., 2001).\r\nFor further details see Eberth et al. (2000).",sandstone,"very fine,brown,red",lithified,,Y,,,fluvial-lacustrine indet.,intramontane basin,macrofossils,"body,permineralized",excellent,,taxonomic,"bulk,surface (in situ),field collection",,all macrofossils,,,Schäfer-Gotha,"1887, 1893",terrestrial,,actively mobile,,
1421393,occ,80112,Varanopus sp.,genus,355129,,Varanopus,,genus,355129,Artinskian,,290.1,279.3,Voigt et al.,2007,67270,Chordata,Reptilia,NO_ORDER_SPECIFIED,Captorhinidae,Varanopus,,,10.618889,50.809723,,Bromacker Quarry (upper level of Tambach sandstone),,,DE,Thuringia,Gotha,based on nearby landmark,seconds,outcrop,gp_mid,21.71,7.41,305,Tambach,Rotliegend,Tambach-Sandstein,group of beds,,"""massive, red-brown, very fine-grained sandstone and siltstone"" (Berman et al., 2001).\r\nFor further details see Eberth et al. (2000).",sandstone,"very fine,brown,red",lithified,,Y,,,fluvial-lacustrine indet.,intramontane basin,macrofossils,"body,permineralized",excellent,,taxonomic,"bulk,surface (in situ),field collection",,all macrofossils,,,Schäfer-Gotha,"1887, 1893",terrestrial,,actively mobile,ground dwelling,"insectivore, herbivore"
1421394,occ,80112,Tambachichnium sp.,genus,378507,,Tambachichnium,,genus,378507,Artinskian,,290.1,279.3,Voigt et al.,2007,67270,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Tambachichnium,,,10.618889,50.809723,,Bromacker Quarry (upper level of Tambach sandstone),,,DE,Thuringia,Gotha,based on nearby landmark,seconds,outcrop,gp_mid,21.71,7.41,305,Tambach,Rotliegend,Tambach-Sandstein,group of beds,,"""massive, red-brown, very fine-grained sandstone and siltstone"" (Berman et al., 2001).\r\nFor further details see Eberth et al. (2000).",sandstone,"very fine,brown,red",lithified,,Y,,,fluvial-lacustrine indet.,intramontane basin,macrofossils,"body,permineralized",excellent,,taxonomic,"bulk,surface (in situ),field collection",,all macrofossils,,,Schäfer-Gotha,"1887, 1893","brackish,freshwater,terrestrial",,actively mobile,,
